Index,Sentence,New_Tokens,True_Label,Predicted_Label,True_Targets,Predicted_Targets,True_Words,Predicted_Words
110,gonbee i choose sara joe nobody is going to hurt my favourite lesbian <number> <number> <number> <number> <number> <number> >:(,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
111,do you accept barack obama as your white brother meghan markle as your white sister and yet your step brother or step sister is treated as your bio family right we accept them as part of black fam but most caucasians do not accept half whites as white fam sad,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,[],['none'],[],[]
112,democratic dilemma people still are not stupid enough solution keep stuffing ballot boxes keep importing illegal aliens keep pressing for impeachment with lies keep doing the same things over over expecting different results socialism will work this time i just know it,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,[],['none'],"['importing illegal aliens', 'impeachment with lies']",[]
113,i only hang out with guys because women make me malfunction and do and say dumb things because i am so unbelievably homosexual,"### Classification:
 offensive 

### Target Communities:
 Homosexual, Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual and Women through words 'homosexual'.",2,2,"['Women', 'Homosexual']","['Homosexual', 'Women']","['women make me malfunction', 'homosexual']",['homosexual']
114,we have <number> million invaders and refugees work hard for them,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",2,1,['Refugee'],['Refugee'],['invaders and refugees work hard for them'],[]
115,<number> women are trash,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'women are trash'.",2,2,['Women'],['Women'],['women are trash'],['women are trash']
116,<user> this girl is retarded lmao if you ’ re lucky enough to have this then why would you act like that,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'retarded'.",2,2,['Women'],['none'],['retarded'],['retarded']
117,white claws are for white girls what michelob ultras are to mexican girls just an excuse to get drunk unleash their inner slut 🤣,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Women'],['none'],[],[]
118,anyone who tells you that muslim intent is not bad is either naive or has alliance with leftwing muslim monsters radical islam is evil,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'leftwing muslim monsters radical islam is evil'.",0,0,['Islam'],['Islam'],"['intent', 'muslim monsters', 'islam is evil']",['leftwing muslim monsters radical islam is evil']
119,oh bugger off we have a black nigger woman on itv telling us all about football jesus can we just get rid of all the pc diversity police please world cup world cup 2018 world cup worldcup 2018 russia,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'black nigger woman'.",0,0,['African'],['African'],['black nigger woman'],['black nigger woman']
120,look at the price of shit in tis bitch,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['None'],['none'],"['shit', 'bitch']",[]
121,you ever had someone tell you to go kill yourself,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
122,i swear to god i wanna get raped in the most degrading and humiliating way ever i wanna cry real fear tears معصيتي راحتي,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Women'],['none'],['i wanna get raped'],[]
123,yet here you are being triggered like the utter faggot you are,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'utter faggot'.",0,0,['Homosexual'],['Homosexual'],['faggot'],['utter faggot']
124,lol the ns germans are all gay they are too busy having sex with each other while their women are being raped <laugh>,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'gay' and 'raped'.",2,0,['Homosexual'],['Homosexual'],"['are all gay', 'sex with each other', 'women are being raped']","['gay', 'raped']"
125,y ’ all are so so sick i hate you niggas,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['African'],['none'],['hate you niggas'],[]
126,i never trust anyone in a burqa not because they are muslim most muslims are decent people dont me but because anyone who covers their face has something to hide,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",2,1,['Islam'],['Islam'],"['muslim', 'face has something to hide']",[]
127,was a cnn white van nearby ready to take the shot,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
128,i do not blame blacks for not feeling any connections with america this country was not meant for them and never will be they would be a lot better off if we send them back to africa,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'send them back to africa'.",0,0,['African'],['African'],['we send them back to africa'],['send them back to africa']
129,i had to read up on them when i started playing civilization interesting people lots of animal reverence essentially wiped out by muzzies this is why muzzies hate dogs,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'muzzies' and 'muzzies'.",0,0,['Islam'],['Islam'],"['muzzies', 'muzzies']","['muzzies', 'muzzies']"
130,y ’ all logging onto grindr i am logging into blackboard lmfao i aint that kind of gay like you all,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'gay'.",2,2,['Homosexual'],['Homosexual'],['gay'],['gay']
131,paul ryan is a nigger loving degenerate and he going to eat the curve and he going to take a leather shampoo courtesy of paul nehlen boot heel,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],['nigger'],['nigger']
132,being a person is a fucking nightmare i did not ask for this 😤 😤,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
133,<user> supports tucker carlson and white supremacy pods supports racism and murder of minorities,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
134,very short nose for a hispanic whilst arabs also have long noses moroccans and north africans tend not to he could be from the middle east but it would be an outrageous construction for the cops,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,"['Arab', 'Hispanic']",['none'],[],[]
